name,ra,dec,diameter,mag,alias,minorDiameter,anglePA
PGC 15608,69.008333,19.951111,1.514,15.00,,0.794,115.0
PGC 15656,69.297083,-1.852778,1.514,15.00,,0.407,54.0
PGC 15858,70.620417,-21.691944,1.514,15.00,,0.468,172.0
PGC 15937,71.331667,11.068056,1.514,15.00,,0.447,93.0
PGC 15957,71.525000,-44.732778,1.514,15.00,,1.000,94.0
PGC 15970,71.589167,-13.349722,1.514,15.00,,0.316,103.0
PGC 15973,71.607500,3.506111,1.514,15.00,,1.047,170.0
PGC 16001,71.797917,66.054167,1.514,15.00,,0.851,110.0
PGC 16033,72.000833,8.711111,1.514,15.00,,0.191,136.0
PGC 16098,72.403750,-53.910278,1.514,15.00,,0.977,43.0
PGC 16163,72.826250,-5.960833,1.514,15.00,,0.324,34.0
PGC 16586,75.447917,-18.166944,1.514,15.00,,0.741,106.0
PGC 16751,76.657083,-17.553611,1.514,15.00,,0.851,134.0
PGC 16842,77.455000,-25.604722,1.514,15.00,,1.023,152.0
PGC 17064,79.488333,-29.699722,1.514,15.00,,0.257,150.0
PGC 17065,79.500417,-64.469167,1.514,15.00,,0.302,177.0
PGC 17166,80.352917,-16.875833,1.514,15.00,,0.427,158.0
PGC 17254,81.273333,-48.586667,1.514,15.00,,0.234,95.0
PGC 17262,81.341250,-31.543333,1.514,15.00,,0.302,87.0
PGC 17340,82.280833,-19.934722,1.514,15.00,,1.122,168.0
PGC 17395,82.916250,-10.392778,1.514,15.00,,0.457,152.0
PGC 17487,83.856250,-17.815000,1.514,15.00,,1.000,84.0
PGC 18059,88.465833,-32.743611,1.514,15.00,,1.202,114.0
PGC 1035508,92.694167,-6.211667,1.514,15.00,,0.933,91.0
PGC 18848,95.177917,-16.061389,1.514,15.00,,0.912,142.0
PGC 19085,96.900833,-54.449167,1.514,15.00,,0.661,124.0
PGC 19175,97.756667,-71.501667,1.514,15.00,,0.170,5.0
PGC 19250,98.398750,-34.261111,1.514,15.00,,0.776,55.0
PGC 19363,99.687083,-35.258611,1.514,15.00,,0.245,78.0
PGC 19402,100.086250,-27.096944,1.514,15.00,,0.282,178.0
PGC 19472,100.707500,-35.570556,1.514,15.00,,0.759,41.0
PGC 19518,101.028750,-27.173611,1.514,15.00,,0.316,29.0
PGC 19524,101.102917,-63.717222,1.514,15.00,,0.977,3.0
PGC 19785,103.262083,-39.270278,1.514,15.00,,0.851,158.0
PGC 20088,106.000833,50.680833,1.514,15.00,,0.229,32.0
PGC 20103,106.085000,64.020278,1.514,15.00,,1.230,8.0
PGC 20233,107.123333,-49.213889,1.514,15.00,,1.023,158.0
PGC 20232,107.126250,29.878889,1.514,15.00,,0.537,13.0
PGC 1575387,108.546250,18.944722,1.514,15.00,,0.776,121.0
PGC 21438,114.427083,59.314167,1.514,15.00,,0.708,60.0
PGC 21666,115.972083,56.987500,1.514,15.00,,0.776,72.0
PGC 21703,116.234167,-41.780556,1.514,15.00,,1.122,123.0
PGC 21714,116.317083,-71.410278,1.514,15.00,,1.413,0.0
PGC 21810,116.870833,60.933889,1.514,15.00,,0.676,126.0
PGC 22224,119.025417,-68.278056,1.514,15.00,,0.631,2.0
PGC 22317,119.485417,25.160833,1.514,15.00,,0.871,95.0
PGC 22319,119.496250,-14.285278,1.514,15.00,,0.631,16.0
PGC 22325,119.510000,56.359167,1.514,15.00,,0.525,0.0
PGC 22354,119.625000,-14.354722,1.514,15.00,,1.023,120.0
PGC 22533,120.509583,56.644167,1.514,15.00,,0.589,140.0
PGC 22554,120.589167,6.878333,1.514,15.00,,0.912,68.0
PGC 23113,123.680000,-66.505833,1.514,15.00,,0.871,105.0
PGC 23247,124.434583,73.317500,1.514,15.00,,0.871,90.0
PGC 23319,124.757917,21.185833,1.514,15.00,,1.202,120.0
PGC 23402,125.130000,-84.976667,1.514,15.00,,0.562,112.0
PGC 24129,128.892083,-1.849722,1.514,15.00,,1.148,151.0
PGC 24510,130.919583,65.184444,1.514,15.00,,1.380,0.0
PGC 24532,131.037917,33.515278,1.514,15.00,,0.295,17.0
PGC 24707,131.970417,53.875833,1.514,15.00,,1.514,0.0
PGC 24909,133.020833,53.616667,1.514,15.00,,1.072,80.0
PGC 25328,135.250417,10.616944,1.514,15.00,,1.380,0.0
PGC 25895,137.791250,19.667778,1.514,15.00,,0.234,4.0
PGC 25905,137.832917,-30.872222,1.514,15.00,,0.871,64.0
PGC 26108,138.861667,31.401667,1.514,15.00,,0.562,25.0
PGC 26196,139.207917,20.197778,1.514,15.00,,1.349,50.0
PGC 26278,139.555833,-32.483889,1.514,15.00,,0.372,147.0
PGC 26346,139.851250,33.624167,1.514,15.00,,0.224,143.0
PGC 26476,140.335000,-34.429722,1.514,15.00,,0.275,37.0
PGC 26495,140.441250,39.524722,1.514,15.00,,0.245,104.0
PGC 26504,140.465000,33.401944,1.514,15.00,,1.122,175.0
PGC 26781,141.650000,7.953611,1.514,15.00,,0.759,80.0
PGC 27374,144.289583,-5.041944,1.514,15.00,,0.851,0.0
PGC 27441,144.505833,-20.343889,1.514,15.00,,1.047,9.0
PGC 27508,144.722917,-4.861111,1.514,15.00,,0.347,137.0
PGC 27774,145.706667,-16.115278,1.514,15.00,,0.617,111.0
PGC 27882,146.058750,-28.848611,1.514,15.00,,1.175,99.0
PGC 27946,146.310000,9.110000,1.514,15.00,,0.794,24.0
PGC 28053,146.643333,-23.917778,1.514,15.00,,0.490,82.0
PGC 28201,147.198333,-26.281667,1.514,15.00,,0.479,55.0
PGC 28285,147.497083,-25.008889,1.514,15.00,,0.813,76.0
PGC 28513,148.399583,-12.483056,1.514,15.00,,0.589,45.0
PGC 28575,148.637083,-6.857500,1.514,15.00,,1.148,6.0
PGC 28830,149.721667,47.736389,1.514,15.00,,0.977,72.0
PGC 29009,150.358333,15.769722,1.514,15.00,,1.047,75.0
PGC 29122,150.752083,-15.361667,1.514,15.00,,0.339,103.0
PGC 29181,150.985417,-34.807222,1.514,15.00,,0.741,1.0
PGC 29506,152.209167,70.633889,1.514,15.00,,1.380,0.0
PGC 29802,153.385417,20.175000,1.514,15.00,,0.234,66.0
PGC 29851,153.545000,39.451389,1.514,15.00,,1.023,60.0
PGC 29903,153.701250,-28.958889,1.514,15.00,,0.288,39.0
PGC 30364,155.602083,3.997222,1.514,15.00,,0.513,61.0
PGC 30399,155.713333,-24.338056,1.514,15.00,,1.230,68.0
PGC 30442,155.875417,-35.455556,1.514,15.00,,0.331,1.0
PGC 30713,156.751667,-40.025278,1.514,15.00,,0.363,151.0
PGC 31358,158.985417,72.616389,1.514,15.00,,1.288,23.0
PGC 31572,159.407917,37.455556,1.514,15.00,,0.513,160.0
PGC 31717,159.928750,-46.338333,1.514,15.00,,0.646,113.0
PGC 31981,160.909583,-28.865833,1.514,15.00,,0.240,51.0
PGC 32081,161.235000,76.687778,1.514,15.00,,0.891,130.0
PGC 32189,161.678750,-40.015556,1.514,15.00,,1.349,0.0
PGC 32534,162.822500,-12.402500,1.514,15.00,,0.427,53.0
PGC 32577,162.923750,18.481111,1.514,15.00,,1.202,0.0
PGC 135768,163.262917,2.493611,1.514,15.00,,0.589,0.0
PGC 32813,163.806250,-26.140556,1.514,15.00,,0.676,76.0
PGC 32850,163.980000,36.861389,1.514,15.00,,0.331,101.0
PGC 32940,164.379583,40.945556,1.514,15.00,,0.759,0.0
PGC 33554,166.461667,-9.925556,1.514,15.00,,0.631,93.0
PGC 33578,166.545417,4.336111,1.514,15.00,,0.851,0.0
PGC 33798,167.283750,26.628611,1.514,15.00,,1.148,0.0
PGC 33862,167.477500,24.256944,1.514,15.00,,0.263,0.0
PGC 34278,168.713750,35.501667,1.514,15.00,,0.339,29.0
PGC 34303,168.791667,31.033611,1.514,15.00,,1.023,16.0
PGC 34325,168.856250,47.446944,1.514,15.00,,0.631,176.0
PGC 34333,168.883750,-14.171944,1.514,15.00,,0.631,138.0
PGC 34535,169.527500,23.397500,1.514,15.00,,0.912,40.0
PGC 34593,169.679167,-46.677778,1.514,15.00,,1.318,89.0
PGC 34654,169.871250,-52.372222,1.514,15.00,,0.794,99.0
PGC 34989,170.910000,53.841944,1.514,15.00,,1.072,169.0
PGC 35017,171.020833,24.615278,1.514,15.00,,0.170,50.0
PGC 35019,171.044167,27.013889,1.514,15.00,,0.427,20.0
PGC 35080,171.224583,37.925000,1.514,15.00,,0.468,60.0
PGC 35166,171.536250,-54.235278,1.514,15.00,,0.646,127.0
PGC 35577,173.032500,-41.428333,1.514,15.00,,0.275,29.0
PGC 35704,173.410417,-15.771944,1.514,15.00,,0.229,133.0
PGC 35698,173.420000,61.887500,1.514,15.00,,1.230,142.0
PGC 35720,173.497500,49.061389,1.514,15.00,,1.000,0.0
PGC 35757,173.619167,-9.660278,1.514,15.00,,0.398,78.0
PGC 35853,173.946667,-49.028889,1.514,15.00,,0.955,52.0
PGC 35927,174.199583,-12.980000,1.514,15.00,,0.275,96.0
PGC 36386,175.705833,77.373333,1.514,15.00,,0.708,164.0
PGC 36398,175.787917,59.105833,1.514,15.00,,1.259,100.0
PGC 36535,176.118333,16.558333,1.514,15.00,,0.871,140.0
PGC 36649,176.373333,19.400278,1.514,15.00,,0.813,174.0
PGC 36675,176.455417,19.767500,1.514,15.00,,0.339,88.0
PGC 36689,176.500000,-39.334167,1.514,15.00,,0.380,0.0
PGC 37076,177.813333,-6.106667,1.514,15.00,,0.275,135.0
PGC 37282,178.416250,43.460000,1.514,15.00,,0.479,34.0
PGC 37379,178.714583,-31.573889,1.514,15.00,,0.871,13.0
PGC 37497,179.030417,55.390556,1.514,15.00,,1.230,173.0
PGC 37676,179.612917,57.596389,1.514,15.00,,0.851,57.0
PGC 38042,180.710833,48.636667,1.514,15.00,,1.148,100.0
PGC 38126,180.960833,-27.601944,1.514,15.00,,0.490,78.0
PGC 38496,181.909583,-14.970000,1.514,15.00,,0.955,42.0
PGC 38652,182.400000,-23.413611,1.514,15.00,,0.513,46.0
PGC 38945,183.201250,13.975000,1.514,15.00,,0.603,70.0
PGC 39023,183.434167,36.631667,1.514,15.00,,1.380,0.0
PGC 39082,183.575833,59.614722,1.514,15.00,,1.349,0.0
PGC 39206,183.876667,9.585556,1.514,15.00,,0.776,123.0
PGC 39214,183.893333,21.832778,1.514,15.00,,0.457,161.0
PGC 39380,184.268333,10.005000,1.514,15.00,,1.514,0.0
PGC 39411,184.351250,-9.952222,1.514,15.00,,1.349,85.0
PGC 39483,184.500000,6.652222,1.514,15.00,,1.122,139.0
PGC 39777,185.055833,-17.114722,1.514,15.00,,0.347,0.0
PGC 39901,185.285833,-52.585833,1.514,15.00,,1.175,6.0
PGC 40032,185.517500,12.787222,1.514,15.00,,1.047,139.0
PGC 40561,186.420417,-2.950833,1.514,15.00,,0.513,130.0
PGC 40597,186.460833,10.458889,1.514,15.00,,1.148,94.0
PGC 41123,187.281667,-40.673056,1.514,15.00,,0.288,117.0
PGC 41171,187.378750,14.049167,1.514,15.00,,1.000,72.0
PGC 41302,187.576250,13.577778,1.514,15.00,,1.318,0.0
PGC 41869,188.694583,47.758889,1.514,15.00,,0.759,87.0
PGC 42081,189.181667,13.258889,1.514,15.00,,0.776,152.0
PGC 42427,190.049583,8.383889,1.514,15.00,,1.175,118.0
PGC 42951,191.204167,-40.714444,1.514,15.00,,0.389,171.0
PGC 43017,191.412083,-7.765000,1.514,15.00,,0.398,87.0
PGC 43182,191.926667,-41.529444,1.514,15.00,,1.148,132.0
PGC 43202,191.981250,-1.656111,1.514,15.00,,1.072,164.0
PGC 43319,192.256667,-9.456944,1.514,15.00,,0.676,2.0
PGC 43341,192.325833,-4.015556,1.514,15.00,,0.724,3.0
PGC 43363,192.387917,-9.740556,1.514,15.00,,0.479,0.0
PGC 43374,192.405417,-41.388056,1.514,15.00,,0.407,45.0
PGC 43480,192.685000,-42.547778,1.514,15.00,,1.259,24.0
PGC 43550,192.860833,-26.808056,1.514,15.00,,0.977,164.0
PGC 43623,193.013750,-41.461111,1.514,15.00,,0.708,108.0
PGC 43742,193.247917,-24.057778,1.514,15.00,,0.195,116.0
PGC 43926,193.653750,-12.558056,1.514,15.00,,0.741,134.0
PGC 43969,193.713333,2.653333,1.514,15.00,,0.646,67.0
PGC 44012,193.792917,-12.608333,1.514,15.00,,0.708,156.0
PGC 44355,194.437083,-29.766389,1.514,15.00,,0.912,18.0
PGC 44526,194.739167,-43.836389,1.514,15.00,,0.282,117.0
PGC 45330,196.500417,-50.306389,1.514,15.00,,0.447,10.0
PGC 45465,196.884583,-45.014167,1.514,15.00,,0.891,138.0
PGC 45561,197.157083,54.074167,1.514,15.00,,0.525,78.0
PGC 45711,197.604583,-16.931389,1.514,15.00,,0.851,171.0
PGC 45787,197.880000,36.281667,1.514,15.00,,0.490,102.0
PGC 45880,198.156667,47.063333,1.514,15.00,,0.933,148.0
PGC 46093,198.783333,42.000278,1.514,15.00,,0.550,95.0
PGC 46366,199.627083,-14.609167,1.514,15.00,,0.759,168.0
PGC 46450,199.866667,-26.997500,1.514,15.00,,0.575,38.0
PGC 46473,199.907083,-12.697500,1.514,15.00,,0.891,31.0
PGC 46478,199.909167,-40.795278,1.514,15.00,,0.200,116.0
PGC 46507,200.004167,31.980833,1.514,15.00,,0.309,131.0
PGC 46580,200.195000,-14.080833,1.514,15.00,,1.122,102.0
PGC 47002,201.519583,-32.129167,1.514,15.00,,0.389,87.0
PGC 47405,202.475417,-10.777500,1.514,15.00,,0.661,143.0
PGC 47423,202.512917,-20.551111,1.514,15.00,,0.550,64.0
PGC 1111814,202.523333,-1.722500,1.514,15.00,,0.525,132.0
PGC 47600,203.036250,-24.859444,1.514,15.00,,0.389,168.0
PGC 47626,203.107083,-33.136667,1.514,15.00,,0.741,64.0
PGC 47746,203.376667,-32.719444,1.514,15.00,,0.490,24.0
PGC 47778,203.489167,-50.492778,1.514,15.00,,0.603,148.0
PGC 47780,203.515417,52.702222,1.514,15.00,,0.191,17.0
PGC 47793,203.524167,17.856667,1.514,15.00,,0.617,179.0
PGC 47871,203.733750,13.741944,1.514,15.00,,1.000,16.0
PGC 48091,204.274167,-49.996389,1.514,15.00,,0.537,71.0
PGC 48125,204.363750,-33.006111,1.514,15.00,,0.759,35.0
PGC 48134,204.406250,15.971944,1.514,15.00,,1.000,175.0
PGC 48277,204.797917,61.505833,1.514,15.00,,0.851,52.0
PGC 48393,205.166667,38.794444,1.514,15.00,,0.537,56.0
PGC 49415,208.559167,-1.436389,1.514,15.00,,1.047,18.0
PGC 49642,209.342083,-34.776944,1.514,15.00,,0.282,119.0
PGC 49655,209.394583,-52.772500,1.514,15.00,,1.023,159.0
PGC 49657,209.419167,25.775000,1.514,15.00,,0.309,163.0
PGC 49678,209.478750,-54.020000,1.514,15.00,,0.282,150.0
PGC 49737,209.641250,-48.525556,1.514,15.00,,0.437,170.0
PGC 49882,210.190417,2.021667,1.514,15.00,,0.288,109.0
PGC 50028,210.702500,9.341389,1.514,15.00,,0.851,75.0
PGC 50038,210.736250,-26.638056,1.514,15.00,,0.214,178.0
PGC 50172,211.141667,-33.960556,1.514,15.00,,1.072,90.0
PGC 50467,212.147500,-49.235000,1.514,15.00,,0.479,35.0
PGC 51170,214.847500,-27.370556,1.514,15.00,,1.000,166.0
PGC 51265,215.220000,-29.021944,1.514,15.00,,0.204,10.0
PGC 51422,215.956250,14.639167,1.514,15.00,,1.479,0.0
PGC 51492,216.281250,-13.163611,1.514,15.00,,1.230,61.0
PGC 51612,216.835000,1.025833,1.514,15.00,,1.318,160.0
PGC 51655,217.010000,21.303056,1.514,15.00,,0.891,40.0
PGC 51957,218.118333,0.294444,1.514,15.00,,0.331,99.0
PGC 52179,218.959167,36.543333,1.514,15.00,,1.202,100.0
PGC 52409,220.037917,42.779167,1.514,15.00,,0.380,116.0
PGC 52441,220.178750,3.465278,1.514,15.00,,1.072,85.0
PGC 52491,220.435000,-1.806944,1.514,15.00,,1.349,105.0
PGC 52911,222.260417,-20.399722,1.514,15.00,,0.288,50.0
PGC 53093,223.042917,-10.740278,1.514,15.00,,0.776,101.0
PGC 53152,223.236250,16.727222,1.514,15.00,,1.514,0.0
PGC 53419,224.199167,9.508889,1.514,15.00,,1.259,0.0
PGC 53532,224.749583,53.923333,1.514,15.00,,0.794,148.0
PGC 53746,225.918750,22.698611,1.514,15.00,,0.316,4.0
PGC 54078,227.217917,-38.478889,1.514,15.00,,1.175,0.0
PGC 54349,228.383750,-39.214722,1.514,15.00,,1.047,174.0
PGC 54431,228.771250,42.209167,1.514,15.00,,0.525,130.0
PGC 54949,230.854167,-37.375556,1.514,15.00,,0.447,68.0
PGC 55047,231.319167,53.407222,1.514,15.00,,0.398,81.0
PGC 55501,233.744167,11.750000,1.514,15.00,,1.514,0.0
PGC 55517,233.820000,30.803056,1.514,15.00,,0.316,44.0
PGC 55532,233.914167,12.605833,1.514,15.00,,0.204,171.0
PGC 56023,236.745000,17.884722,1.514,15.00,,0.708,15.0
PGC 56576,239.796667,20.755278,1.514,15.00,,1.288,56.0
PGC 56849,240.803333,-64.115556,1.514,15.00,,0.631,56.0
PGC 56962,241.149167,17.721111,1.514,15.00,,1.230,57.0
PGC 57018,241.258333,13.701667,1.514,15.00,,0.229,65.0
PGC 57046,241.350417,14.647500,1.514,15.00,,1.514,0.0
PGC 57612,243.765417,-60.907222,1.514,15.00,,1.148,123.0
PGC 57634,243.892917,19.462222,1.514,15.00,,1.122,149.0
PGC 57772,244.555417,-31.441667,1.514,15.00,,0.417,174.0
PGC 58095,246.377500,49.840278,1.514,15.00,,1.175,154.0
PGC 58239,247.078333,80.354722,1.514,15.00,,0.437,137.0
PGC 58327,247.318750,3.115833,1.514,15.00,,0.347,119.0
PGC 58338,247.391667,55.517778,1.514,15.00,,0.550,145.0
PGC 58571,248.932500,68.428333,1.514,15.00,,0.282,58.0
PGC 58752,250.270000,-66.597222,1.514,15.00,,0.316,110.0
PGC 59078,252.472083,-71.203056,1.514,15.00,,0.617,44.0
PGC 59111,252.764167,-60.808333,1.514,15.00,,0.955,23.0
PGC 59243,253.694167,-63.107500,1.514,15.00,,0.417,62.0
PGC 60122,260.413750,-65.174444,1.514,15.00,,1.230,117.0
PGC 60280,261.508333,-80.194722,1.514,15.00,,0.776,3.0
PGC 60527,263.748333,-61.003056,1.514,15.00,,0.794,19.0
PGC 60692,265.294167,-63.390556,1.514,15.00,,1.072,0.0
PGC 60724,265.562500,68.348056,1.514,15.00,,0.501,64.0
PGC 60844,266.713333,20.761111,1.514,15.00,,1.096,130.0
PGC 61203,269.677917,-53.800556,1.514,15.00,,0.759,19.0
PGC 61297,270.442917,19.728611,1.514,15.00,,1.148,148.0
PGC 61311,270.641667,-63.316667,1.514,15.00,,0.257,74.0
PGC 61506,272.738750,31.115833,1.514,15.00,,1.096,64.0
PGC 61747,275.002083,-51.538611,1.514,15.00,,0.437,49.0
PGC 61905,276.965417,-53.210278,1.514,15.00,,0.389,53.0
PGC 62121,279.155417,19.921667,1.514,15.00,,1.023,40.0
PGC 62198,279.760417,-55.617500,1.514,15.00,,0.209,151.0
PGC 62316,280.811667,-41.410000,1.514,15.00,,1.445,0.0
PGC 62740,286.129167,-53.986389,1.514,15.00,,0.525,177.0
PGC 62773,286.579167,-19.945556,1.514,15.00,,0.676,96.0
PGC 62824,287.306667,-63.465556,1.514,15.00,,1.000,106.0
PGC 92531,287.943333,-17.221389,1.514,15.00,,0.182,66.0
PGC 63013,289.309167,-46.688889,1.514,15.00,,0.245,110.0
PGC 63023,289.391667,-59.431667,1.514,15.00,,0.219,65.0
PGC 63349,293.220833,-45.225556,1.514,15.00,,0.537,153.0
PGC 63467,294.707083,-58.227500,1.514,15.00,,0.316,41.0
PGC 63546,295.671667,-58.128333,1.514,15.00,,0.417,166.0
PGC 63727,297.640833,-30.871944,1.514,15.00,,1.000,138.0
PGC 63796,298.519167,-30.484167,1.514,15.00,,0.275,68.0
PGC 63850,299.197917,-37.329167,1.514,15.00,,0.977,126.0
PGC 63899,299.568750,-55.159722,1.514,15.00,,0.708,91.0
PGC 64018,300.648750,-23.295556,1.514,15.00,,0.871,99.0
PGC 64161,302.129167,-25.459167,1.514,15.00,,0.646,170.0
PGC 64168,302.229167,-56.391667,1.514,15.00,,1.318,133.0
PGC 64175,302.310833,-46.350556,1.514,15.00,,0.302,32.0
PGC 64373,303.916250,-13.621667,1.514,15.00,,0.537,160.0
PGC 64506,305.190833,-24.128333,1.514,15.00,,1.000,115.0
PGC 64712,306.800833,-37.163611,1.514,15.00,,0.372,77.0
PGC 64862,307.729167,-0.649167,1.514,15.00,,0.263,32.0
PGC 64883,307.908750,-44.216111,1.514,15.00,,1.175,131.0
PGC 64910,308.067083,-2.249167,1.514,15.00,,1.259,107.0
PGC 65008,308.768750,-41.683889,1.514,15.00,,1.230,71.0
PGC 65234,310.600417,-17.475000,1.514,15.00,,0.186,41.0
PGC 65312,311.327083,-35.240833,1.514,15.00,,0.562,90.0
PGC 65378,311.848750,-38.416944,1.514,15.00,,1.023,129.0
PGC 65415,312.061667,-19.848056,1.514,15.00,,0.331,74.0
PGC 65631,313.147917,-5.711111,1.514,15.00,,0.589,126.0
PGC 65799,314.480417,-17.942778,1.514,15.00,,0.891,71.0
PGC 65962,315.649167,-13.797778,1.514,15.00,,0.275,158.0
PGC 66030,316.103750,-21.780000,1.514,15.00,,1.259,38.0
PGC 66118,316.711667,-44.818611,1.514,15.00,,1.000,92.0
PGC 66172,317.105000,-69.904722,1.514,15.00,,0.759,0.0
PGC 66224,317.397500,-49.303056,1.514,15.00,,0.977,6.0
PGC 66590,320.159167,1.046944,1.514,15.00,,0.309,162.0
PGC 66611,320.286667,-47.515556,1.514,15.00,,0.741,53.0
PGC 66929,323.115000,-23.948056,1.514,15.00,,0.912,162.0
PGC 67109,324.860833,2.826944,1.514,15.00,,0.209,80.0
PGC 67120,324.935000,6.286667,1.514,15.00,,0.912,153.0
PGC 67181,325.422083,-10.635556,1.514,15.00,,0.776,134.0
PGC 67222,325.693333,-51.287222,1.514,15.00,,0.832,14.0
PGC 67764,329.680417,-28.466111,1.514,15.00,,1.122,44.0
PGC 67920,330.738333,-22.472778,1.514,15.00,,0.562,109.0
PGC 127285,330.927917,-71.529167,1.514,15.00,,1.047,22.0
PGC 68558,334.765417,-20.939444,1.514,15.00,,1.148,52.0
PGC 68942,337.110000,17.147778,1.514,15.00,,0.776,157.0
PGC 69143,338.369583,-37.785000,1.514,15.00,,0.162,168.0
PGC 69241,338.881667,34.803333,1.514,15.00,,1.514,0.0
PGC 69429,339.906250,11.770000,1.514,15.00,,0.550,146.0
PGC 69734,341.948333,-11.816389,1.514,15.00,,0.851,176.0
PGC 69736,341.948750,-17.099722,1.514,15.00,,0.347,111.0
PGC 69847,342.650417,-1.545000,1.514,15.00,,1.318,92.0
PGC 70608,347.592917,7.580833,1.514,15.00,,0.851,12.0
PGC 70618,347.617083,-80.965833,1.514,15.00,,0.741,0.0
PGC 70660,347.920833,-2.159722,1.514,15.00,,0.776,92.0
PGC 70999,349.591667,-4.415833,1.514,15.00,,1.148,0.0
PGC 71028,349.718750,-10.259444,1.514,15.00,,0.933,19.0
PGC 95405,350.016250,-56.449444,1.514,15.00,,0.537,42.0
PGC 71314,350.947083,-29.387500,1.514,15.00,,1.023,176.0
PGC 71558,352.227917,17.308333,1.514,15.00,,0.813,91.0
PGC 71626,352.634167,-2.462500,1.514,15.00,,0.741,107.0
PGC 71674,352.961667,-34.055833,1.514,15.00,,0.490,169.0
PGC 71731,353.290417,21.236944,1.514,15.00,,0.302,109.0
PGC 71839,353.929167,32.385000,1.514,15.00,,0.263,3.0
PGC 71909,354.278750,-20.463056,1.514,15.00,,1.380,0.0
PGC 72247,356.008750,0.516944,1.514,15.00,,0.832,69.0
PGC 72351,356.550417,-75.275000,1.514,15.00,,1.230,177.0
PGC 72367,356.657917,3.799722,1.514,15.00,,0.741,176.0
PGC 72803,358.542083,0.382778,1.514,15.00,,0.724,109.0
PGC 73176,359.896250,-2.500556,1.514,15.00,,0.224,124.0
PGC 642,2.177083,37.447778,1.479,15.00,,0.257,111.0
PGC 659,2.263333,-32.914444,1.479,15.00,,0.316,21.0
PGC 779,2.754167,30.051944,1.479,15.00,,1.202,84.0
PGC 1046,3.931667,29.666667,1.479,15.00,,0.316,0.0
PGC 1074,4.061250,10.332222,1.479,15.00,,0.977,0.0
PGC 1083,4.101667,-6.319722,1.479,15.00,,1.122,7.0
PGC 1109,4.213750,-5.267778,1.479,15.00,,0.380,46.0
PGC 1144,4.348750,18.083889,1.479,15.00,,0.562,62.0
PGC 1658,6.735833,50.030556,1.479,15.00,,0.275,172.0
PGC 1736,7.064167,30.802778,1.479,15.00,,0.447,114.0
PGC 1921,7.849167,8.466944,1.479,15.00,,0.676,6.0
PGC 1932,7.898750,-10.506111,1.479,15.00,,0.550,50.0
PGC 2029,8.488750,7.268333,1.479,15.00,,0.708,150.0
PGC 2149,8.999167,-10.121667,1.479,15.00,,1.349,0.0
PGC 2492,10.439167,-16.860833,1.479,15.00,,1.000,172.0
PGC 90497,10.584167,-15.990000,1.479,15.00,,0.151,32.0
PGC 3076,13.125000,24.350556,1.479,15.00,,0.912,87.0
PGC 3162,13.444583,-45.186944,1.479,15.00,,0.251,14.0
PGC 3250,13.758750,-7.333611,1.479,15.00,,0.468,92.0
PGC 3342,14.067500,-1.256111,1.479,15.00,,1.122,42.0
PGC 3710,15.583750,-54.326389,1.479,15.00,,0.933,34.0
PGC 3907,16.550417,-30.178333,1.479,15.00,,1.096,81.0
PGC 3993,16.898750,-33.638611,1.479,15.00,,0.708,45.0
PGC 4116,17.341667,14.342222,1.479,15.00,,0.759,158.0
PGC 4173,17.580833,-35.736389,1.479,15.00,,0.977,123.0
PGC 4862,20.231667,6.574167,1.479,15.00,,1.259,85.0
PGC 5481,22.042083,-1.306111,1.479,15.00,,0.427,35.0
PGC 5579,22.445000,45.598333,1.479,15.00,,0.851,29.0
PGC 5634,22.694583,21.440000,1.479,15.00,,1.288,83.0
PGC 5703,23.001250,-85.177778,1.479,15.00,,1.072,9.0
PGC 5830,23.510417,-1.077222,1.479,15.00,,0.407,137.0
PGC 6020,24.399583,-33.924722,1.479,15.00,,1.072,174.0
PGC 6093,24.697083,-83.363889,1.479,15.00,,0.617,122.0
PGC 6186,25.104583,-7.903056,1.479,15.00,,0.331,78.0
PGC 6244,25.400417,-16.147778,1.479,15.00,,0.617,68.0
PGC 6309,25.701667,13.155278,1.479,15.00,,0.871,170.0
PGC 166062,26.178333,27.288611,1.479,15.00,,0.562,0.0
PGC 6562,26.821667,-62.970278,1.479,15.00,,0.813,70.0
PGC 6756,27.552083,27.196111,1.479,15.00,,0.851,132.0
PGC 6798,27.682500,-12.036111,1.479,15.00,,0.398,133.0
PGC 7560,29.977500,23.644722,1.479,15.00,,1.413,0.0
PGC 7577,30.037500,12.656111,1.479,15.00,,0.372,13.0
PGC 7846,30.936250,14.709167,1.479,15.00,,0.724,135.0
PGC 8254,32.428333,-10.183611,1.479,15.00,,0.631,87.0
PGC 8652,33.962917,35.913611,1.479,15.00,,0.447,37.0
PGC 8862,34.871250,-21.436111,1.479,15.00,,0.251,118.0
PGC 9112,36.023333,27.342222,1.479,15.00,,0.891,128.0
PGC 9191,36.324167,-57.723056,1.479,15.00,,0.191,12.0
PGC 9351,36.885417,25.668889,1.479,15.00,,0.631,118.0
PGC 133943,37.067500,-26.133056,1.479,15.00,,0.501,87.0
PGC 2750647,37.068750,72.626667,1.479,15.00,,0.513,57.0
PGC 9431,37.188750,-10.514167,1.479,15.00,,1.230,33.0
PGC 9586,37.790833,29.588889,1.479,15.00,,1.230,22.0
PGC 9794,38.583333,32.429444,1.479,15.00,,1.318,121.0
