name,ra,dec,diameter,mag,alias,minorDiameter,anglePA
PGC 16738,76.540000,-45.047500,1.549,15.00,,1.148,168.0
PGC 16850,77.518750,-14.946944,1.549,15.00,,0.501,159.0
PGC 16899,77.941667,5.200556,1.549,15.00,,1.072,109.0
PGC 16918,78.123333,51.287500,1.549,15.00,,0.316,114.0
PGC 16968,78.629583,-62.228056,1.549,15.00,,0.776,48.0
PGC 17084,79.792500,65.469722,1.549,15.00,,0.537,156.0
PGC 17478,83.746667,-50.921389,1.549,15.00,,0.525,81.0
PGC 17513,84.195833,-18.606111,1.549,15.00,,0.240,153.0
PGC 17744,86.372917,-25.932500,1.549,15.00,,1.047,94.0
PGC 17825,86.812500,50.870833,1.549,15.00,,1.349,60.0
PGC 18004,87.822917,79.696111,1.549,15.00,,1.096,24.0
PGC 18388,91.324583,-27.856667,1.549,15.00,,1.230,117.0
PGC 18682,93.489167,80.475833,1.549,15.00,,0.398,124.0
PGC 18878,95.387500,59.127222,1.549,15.00,,0.347,101.0
PGC 19281,98.760000,-19.463056,1.549,15.00,,0.269,155.0
PGC 19829,103.637917,45.704722,1.549,15.00,,0.490,28.0
PGC 19891,104.072917,45.492778,1.549,15.00,,1.380,0.0
PGC 19924,104.393750,46.403611,1.549,15.00,,0.912,20.0
PGC 20008,105.263750,1.910833,1.549,15.00,,0.832,4.0
PGC 20136,106.425000,50.580556,1.549,15.00,,0.871,140.0
PGC 20293,107.600417,74.891111,1.549,15.00,,0.214,16.0
PGC 20305,107.640000,75.327778,1.549,15.00,,1.202,13.0
PGC 20637,109.655833,-29.374722,1.549,15.00,,0.229,159.0
PGC 20694,109.989583,-63.066389,1.549,15.00,,1.259,137.0
PGC 20835,110.580000,17.286944,1.549,15.00,,0.339,99.0
PGC 86045,111.311250,-26.752222,1.549,15.00,,0.155,0.0
PGC 21243,113.136667,-84.073056,1.549,15.00,,0.851,35.0
PGC 21767,116.657083,44.790278,1.549,15.00,,0.759,0.0
PGC 21768,116.680000,-5.789444,1.549,15.00,,1.288,145.0
PGC 21776,116.729583,39.015278,1.549,15.00,,0.955,169.0
PGC 78533,117.310833,-5.936389,1.549,15.00,,0.479,7.0
PGC 22418,119.976667,47.413333,1.549,15.00,,0.347,142.0
PGC 22534,120.512917,73.043611,1.549,15.00,,1.096,145.0
PGC 22547,120.546250,56.942222,1.549,15.00,,1.318,49.0
PGC 22561,120.638333,61.387778,1.549,15.00,,0.776,0.0
PGC 22695,121.279167,66.782778,1.549,15.00,,0.813,18.0
PGC 22806,121.868750,-22.551111,1.549,15.00,,0.977,103.0
PGC 23337,124.802917,20.510556,1.549,15.00,,1.047,159.0
PGC 23393,125.082500,66.981944,1.549,15.00,,1.047,50.0
PGC 23498,125.680833,22.552778,1.549,15.00,,0.871,105.0
PGC 23840,127.462500,73.856389,1.549,15.00,,0.324,105.0
PGC 24405,130.260833,-33.054167,1.549,15.00,,0.380,69.0
PGC 24468,130.679583,-67.815000,1.549,15.00,,1.072,167.0
PGC 24567,131.181667,10.472500,1.549,15.00,,0.427,78.0
PGC 25290,135.084167,52.494167,1.549,15.00,,1.230,177.0
PGC 25443,135.905000,-67.966389,1.549,15.00,,0.550,165.0
PGC 25472,136.140000,45.291667,1.549,15.00,,0.263,32.0
PGC 25498,136.236667,59.932500,1.549,15.00,,0.513,87.0
PGC 25533,136.497917,35.376944,1.549,15.00,,1.349,0.0
PGC 25539,136.524167,-4.356389,1.549,15.00,,0.759,71.0
PGC 25551,136.615833,-28.025556,1.549,15.00,,0.871,21.0
PGC 25757,137.254167,53.849167,1.549,15.00,,1.023,0.0
PGC 25781,137.330417,54.911944,1.549,15.00,,0.490,118.0
PGC 25836,137.491667,62.246667,1.549,15.00,,0.646,89.0
PGC 26012,138.386667,29.999722,1.549,15.00,,0.263,76.0
PGC 26083,138.734583,39.262500,1.549,15.00,,0.575,20.0
PGC 26276,139.551667,-18.444167,1.549,15.00,,1.175,59.0
PGC 26378,139.951667,-12.246667,1.549,15.00,,0.631,23.0
PGC 26900,142.184583,-60.856111,1.549,15.00,,0.339,145.0
PGC 26980,142.568333,-30.610556,1.549,15.00,,0.372,81.0
PGC 26981,142.570417,-30.384722,1.549,15.00,,1.096,89.0
PGC 27108,143.211250,59.744722,1.549,15.00,,0.617,77.0
PGC 27232,143.697917,10.283333,1.549,15.00,,0.537,159.0
PGC 27282,143.933333,31.705556,1.549,15.00,,1.047,68.0
PGC 27317,144.057500,-10.974444,1.549,15.00,,0.575,90.0
PGC 82479,144.338750,-4.924167,1.549,15.00,,1.549,0.0
PGC 27561,144.895417,48.421667,1.549,15.00,,0.355,46.0
PGC 27619,145.152083,3.577222,1.549,15.00,,1.096,35.0
PGC 27641,145.242917,47.620833,1.549,15.00,,0.355,18.0
PGC 27666,145.318333,35.883056,1.549,15.00,,0.813,159.0
PGC 28150,146.940000,-6.438056,1.549,15.00,,0.741,79.0
PGC 28197,147.200417,64.166667,1.549,15.00,,0.234,32.0
PGC 28664,149.018333,-27.107778,1.549,15.00,,0.339,18.0
PGC 28667,149.034583,-21.987500,1.549,15.00,,0.977,19.0
PGC 28796,149.529167,10.360278,1.549,15.00,,1.318,56.0
PGC 28877,149.868750,-67.305000,1.549,15.00,,0.603,92.0
PGC 29036,150.425833,33.136111,1.549,15.00,,0.832,118.0
PGC 29330,151.505833,-16.123333,1.549,15.00,,0.631,175.0
PGC 29357,151.602917,-16.126667,1.549,15.00,,0.269,56.0
PGC 29531,152.283750,-38.396389,1.549,15.00,,1.023,133.0
PGC 29549,152.382083,30.150278,1.549,15.00,,1.445,0.0
PGC 29790,153.364583,-38.196389,1.549,15.00,,1.288,136.0
PGC 29807,153.409583,-0.925556,1.549,15.00,,1.122,82.0
PGC 29891,153.675417,-44.850556,1.549,15.00,,1.230,18.0
PGC 30242,155.160417,25.505000,1.549,15.00,,1.202,0.0
PGC 30591,156.359583,-15.350000,1.549,15.00,,0.229,169.0
PGC 30664,156.616667,67.659722,1.549,15.00,,1.549,0.0
PGC 30938,157.465417,-34.911667,1.549,15.00,,0.417,133.0
PGC 31040,157.809583,43.137500,1.549,15.00,,1.259,137.0
PGC 31075,157.912083,25.984167,1.549,15.00,,0.380,4.0
PGC 31182,158.283333,-27.096389,1.549,15.00,,0.209,170.0
PGC 31366,158.854583,-26.656944,1.549,15.00,,0.794,157.0
PGC 31472,159.160000,14.170556,1.549,15.00,,0.794,172.0
PGC 31473,159.163750,-34.756389,1.549,15.00,,0.851,126.0
PGC 31485,159.205833,-18.106389,1.549,15.00,,0.741,145.0
PGC 31565,159.390833,-41.465000,1.549,15.00,,1.096,113.0
PGC 31730,159.992917,-30.194444,1.549,15.00,,1.096,16.0
PGC 31738,160.017917,-30.267778,1.549,15.00,,0.513,13.0
PGC 32287,162.051250,28.601389,1.549,15.00,,1.380,0.0
PGC 100096,162.062083,-53.302778,1.549,15.00,,0.457,0.0
PGC 32368,162.301667,27.925833,1.549,15.00,,0.417,161.0
PGC 32565,162.889583,-35.475833,1.549,15.00,,0.380,106.0
PGC 32620,163.063333,30.056667,1.549,15.00,,1.202,6.0
PGC 32782,163.683750,-17.040556,1.549,15.00,,0.562,151.0
PGC 33053,164.730833,-14.961389,1.549,15.00,,1.072,180.0
PGC 33145,165.020417,-16.106389,1.549,15.00,,0.398,127.0
PGC 33242,165.348750,57.677500,1.549,15.00,,0.851,175.0
PGC 33432,166.011667,28.036944,1.549,15.00,,1.380,138.0
PGC 34156,168.337083,59.908333,1.549,15.00,,1.479,0.0
PGC 34675,169.981250,-0.880000,1.549,15.00,,0.759,174.0
PGC 34691,170.050000,-21.470833,1.549,15.00,,0.871,75.0
PGC 35181,171.573750,46.974167,1.549,15.00,,1.259,130.0
PGC 35237,171.840833,40.013056,1.549,15.00,,0.646,82.0
PGC 35435,172.519167,-11.546389,1.549,15.00,,1.445,0.0
PGC 35453,172.582500,-41.066111,1.549,15.00,,0.182,66.0
PGC 35480,172.686250,-15.288611,1.549,15.00,,1.202,52.0
PGC 35521,172.843750,23.115278,1.549,15.00,,0.214,80.0
PGC 36224,175.173750,20.343333,1.549,15.00,,1.259,61.0
PGC 36245,175.244167,-22.477500,1.549,15.00,,0.275,37.0
PGC 36354,175.620417,-8.340278,1.549,15.00,,0.269,90.0
PGC 36868,177.150000,43.720833,1.549,15.00,,0.676,48.0
PGC 36988,177.551667,6.998611,1.549,15.00,,0.204,105.0
PGC 37532,179.156250,55.632500,1.549,15.00,,0.468,87.0
PGC 37547,179.201667,-4.094444,1.549,15.00,,1.288,66.0
PGC 37655,179.524167,-2.119722,1.549,15.00,,1.000,8.0
PGC 38008,180.605833,-4.305833,1.549,15.00,,0.257,59.0
PGC 38245,181.220000,-43.732500,1.549,15.00,,0.724,54.0
PGC 38301,181.391667,-31.423611,1.549,15.00,,1.202,69.0
PGC 38306,181.409167,33.097778,1.549,15.00,,0.794,70.0
PGC 38749,182.655833,16.033611,1.549,15.00,,1.047,132.0
PGC 38788,182.740000,63.915278,1.549,15.00,,0.355,135.0
PGC 38802,182.792500,20.175278,1.549,15.00,,1.230,77.0
PGC 39249,183.976667,-38.092500,1.549,15.00,,0.912,13.0
PGC 39329,184.140417,33.522222,1.549,15.00,,0.832,67.0
PGC 39372,184.244167,-37.470000,1.549,15.00,,0.676,30.0
PGC 39680,184.883333,49.815278,1.549,15.00,,0.794,92.0
PGC 39968,185.418750,11.503056,1.549,15.00,,1.445,0.0
PGC 40080,185.599167,-21.194444,1.549,15.00,,0.302,77.0
PGC 40150,185.712083,-16.290556,1.549,15.00,,0.200,0.0
PGC 40208,185.833333,-37.382222,1.549,15.00,,0.245,163.0
PGC 40249,185.906250,17.540556,1.549,15.00,,1.514,0.0
PGC 40643,186.530000,16.180556,1.549,15.00,,1.047,20.0
PGC 40666,186.567500,-7.680833,1.549,15.00,,1.023,143.0
PGC 40852,186.863750,12.290278,1.549,15.00,,0.891,1.0
PGC 41409,187.784583,0.613611,1.549,15.00,,0.832,170.0
PGC 41436,187.841667,57.964444,1.549,15.00,,1.072,130.0
PGC 41763,188.486250,15.354444,1.549,15.00,,1.122,148.0
PGC 42223,189.574583,13.110000,1.549,15.00,,1.072,7.0
PGC 42317,189.797500,0.717500,1.549,15.00,,1.259,90.0
PGC 42396,189.966667,15.297500,1.549,15.00,,1.000,110.0
PGC 43447,192.600417,-40.844722,1.549,15.00,,0.977,176.0
PGC 43972,193.716250,-10.246389,1.549,15.00,,0.776,86.0
PGC 44129,194.080833,-41.134444,1.549,15.00,,0.288,119.0
PGC 44460,194.617500,-10.577222,1.549,15.00,,0.708,79.0
PGC 45134,195.960833,-16.553333,1.549,15.00,,0.288,90.0
PGC 45233,196.242500,29.122778,1.549,15.00,,0.933,22.0
PGC 45429,196.780833,-24.112222,1.549,15.00,,0.891,76.0
PGC 45900,198.226667,-16.765556,1.549,15.00,,1.288,6.0
PGC 45912,198.272917,-16.478056,1.549,15.00,,0.617,179.0
PGC 45916,198.287917,-44.890000,1.549,15.00,,0.933,38.0
PGC 46068,198.705000,-16.492500,1.549,15.00,,1.047,6.0
PGC 46071,198.730000,-23.145556,1.549,15.00,,0.501,135.0
PGC 46186,199.069583,25.405278,1.549,15.00,,0.316,46.0
PGC 46498,199.985000,15.850278,1.549,15.00,,0.389,11.0
PGC 46551,200.124167,-26.084444,1.549,15.00,,0.759,52.0
PGC 46836,201.041250,13.976389,1.549,15.00,,1.230,8.0
PGC 1162170,203.844583,0.295833,1.549,15.00,,0.562,155.0
PGC 47915,203.852083,1.410278,1.549,15.00,,1.288,165.0
PGC 48044,204.169583,20.200278,1.549,15.00,,0.275,168.0
PGC 695145,204.844583,-32.224167,1.549,15.00,,0.891,99.0
PGC 48319,204.942083,-48.299167,1.549,15.00,,1.349,28.0
PGC 48330,204.970417,0.840000,1.549,15.00,,0.813,79.0
PGC 48928,206.970417,-32.462500,1.549,15.00,,0.389,172.0
PGC 49051,207.330000,-30.309722,1.549,15.00,,0.776,47.0
PGC 49049,207.348333,28.107222,1.549,15.00,,0.603,160.0
PGC 49121,207.617500,-52.660833,1.549,15.00,,0.933,113.0
PGC 49138,207.649583,42.541389,1.549,15.00,,0.398,86.0
PGC 49940,210.424167,-11.606944,1.549,15.00,,1.096,42.0
PGC 50012,210.650833,32.509722,1.549,15.00,,0.372,3.0
PGC 50401,211.918750,-37.285833,1.549,15.00,,0.912,165.0
PGC 50479,212.180417,-1.161667,1.549,15.00,,0.617,177.0
PGC 50729,213.096250,-27.107500,1.549,15.00,,1.230,39.0
PGC 50848,213.555833,15.622778,1.549,15.00,,0.631,17.0
PGC 51084,214.538750,7.564167,1.549,15.00,,1.259,20.0
PGC 51164,214.836250,-20.950833,1.549,15.00,,0.759,61.0
PGC 51236,215.110000,35.187778,1.549,15.00,,1.148,176.0
PGC 51354,215.618333,40.319444,1.549,15.00,,0.977,50.0
PGC 51420,215.958750,-75.320833,1.549,15.00,,1.318,10.0
PGC 52016,218.340000,6.877222,1.549,15.00,,0.724,20.0
PGC 52315,219.567500,40.457222,1.549,15.00,,0.562,176.0
PGC 52827,221.897500,-18.070556,1.549,15.00,,1.259,170.0
PGC 52833,221.926250,18.501944,1.549,15.00,,0.646,94.0
PGC 52867,222.047083,-37.825556,1.549,15.00,,1.259,79.0
PGC 53067,222.912083,40.599722,1.549,15.00,,0.661,26.0
PGC 53089,223.033333,-2.530000,1.549,15.00,,1.148,100.0
PGC 53278,223.599167,-1.130000,1.549,15.00,,0.741,125.0
PGC 53402,224.081250,49.398889,1.549,15.00,,0.263,64.0
PGC 53408,224.100000,49.695833,1.549,15.00,,0.977,105.0
PGC 53525,224.729583,-19.239444,1.549,15.00,,0.550,165.0
PGC 54602,229.463333,-17.589167,1.549,15.00,,1.072,90.0
PGC 55552,233.967500,39.768611,1.549,15.00,,1.000,86.0
PGC 55909,236.072083,-28.306944,1.549,15.00,,0.224,48.0
PGC 55919,236.119167,11.550000,1.549,15.00,,0.204,151.0
PGC 56131,237.366250,0.228611,1.549,15.00,,0.933,178.0
PGC 56136,237.379167,71.245833,1.549,15.00,,1.000,140.0
PGC 56627,240.050417,-66.383056,1.549,15.00,,1.288,85.0
PGC 56780,240.582500,16.345833,1.549,15.00,,0.692,177.0
PGC 56917,241.015000,63.712778,1.549,15.00,,0.209,50.0
PGC 57332,242.462500,20.176667,1.549,15.00,,0.148,130.0
PGC 57435,242.906667,-61.080833,1.549,15.00,,0.380,40.0
PGC 3077973,244.341250,-60.633611,1.549,15.00,,0.234,0.0
PGC 58104,246.457917,16.576111,1.549,15.00,,0.240,109.0
PGC 58111,246.519167,-60.525278,1.549,15.00,,0.562,148.0
PGC 58161,246.762500,16.382222,1.549,15.00,,0.468,129.0
PGC 3078390,247.526250,-57.687778,1.549,15.00,,0.603,0.0
PGC 58544,248.787917,46.213611,1.549,15.00,,1.175,50.0
PGC 58572,248.961667,-61.465833,1.549,15.00,,0.661,58.0
PGC 58688,249.775417,-66.908889,1.549,15.00,,0.363,165.0
PGC 58755,250.278333,-60.982222,1.549,15.00,,0.234,128.0
PGC 58974,251.766250,-29.092222,1.549,15.00,,0.240,20.0
PGC 59123,252.830833,-60.589722,1.549,15.00,,0.562,71.0
PGC 59399,254.960000,-58.688056,1.549,15.00,,0.891,100.0
PGC 59650,256.859583,30.225000,1.549,15.00,,0.214,0.0
PGC 59769,257.773750,5.851389,1.549,15.00,,0.363,49.0
PGC 60506,263.526250,25.344167,1.549,15.00,,0.794,170.0
PGC 60637,264.697083,18.878056,1.549,15.00,,1.288,135.0
PGC 61110,268.845000,25.431389,1.549,15.00,,1.096,0.0
PGC 61121,268.951667,62.611944,1.549,15.00,,1.047,160.0
PGC 61167,269.355417,50.728056,1.549,15.00,,1.122,16.0
PGC 62049,278.470000,49.277222,1.549,15.00,,1.318,24.0
PGC 62147,279.348333,-57.430833,1.549,15.00,,1.072,0.0
PGC 62187,279.679167,-62.942778,1.549,15.00,,0.759,80.0
PGC 62218,279.986667,-67.425833,1.549,15.00,,1.000,130.0
PGC 62269,280.431667,-63.949167,1.549,15.00,,0.977,31.0
PGC 62326,280.981667,-52.853056,1.549,15.00,,1.148,131.0
PGC 62348,281.256250,-63.518333,1.549,15.00,,0.229,155.0
PGC 62643,284.735833,-63.930833,1.549,15.00,,0.955,41.0
PGC 62757,286.404583,63.933889,1.549,15.00,,0.302,119.0
PGC 62775,286.590000,-56.162500,1.549,15.00,,0.955,23.0
PGC 62852,287.592500,-61.968333,1.549,15.00,,1.072,170.0
PGC 62990,289.073333,-60.199722,1.549,15.00,,1.349,81.0
PGC 63056,289.761250,-56.027778,1.549,15.00,,0.933,171.0
PGC 63331,292.903333,-53.551944,1.549,15.00,,0.288,73.0
PGC 63334,292.918333,-67.322500,1.549,15.00,,0.513,179.0
PGC 63552,295.744583,45.296111,1.549,15.00,,0.933,37.0
PGC 63602,296.162083,-27.979444,1.549,15.00,,0.741,56.0
PGC 63645,296.585000,-55.725000,1.549,15.00,,0.363,13.0
PGC 63667,296.780833,59.906667,1.549,15.00,,0.363,31.0
PGC 63791,298.486667,-45.908889,1.549,15.00,,0.162,28.0
PGC 63803,298.667917,-12.687500,1.549,15.00,,1.288,126.0
PGC 63813,298.776667,-39.372778,1.549,15.00,,0.708,28.0
PGC 63972,300.176667,66.227222,1.549,15.00,,1.380,0.0
PGC 64133,301.810417,-69.478889,1.549,15.00,,0.288,27.0
PGC 64300,303.328750,66.293056,1.549,15.00,,0.447,17.0
PGC 64412,304.210000,0.594444,1.549,15.00,,0.692,95.0
PGC 64665,306.417917,-33.545833,1.549,15.00,,0.501,111.0
PGC 64728,306.940000,-52.384444,1.549,15.00,,0.631,17.0
PGC 166192,307.637083,60.354722,1.549,15.00,,0.776,0.0
PGC 64895,307.967500,-30.798056,1.549,15.00,,0.575,6.0
PGC 64916,308.079583,11.368056,1.549,15.00,,0.468,165.0
PGC 65379,311.850417,0.301389,1.549,15.00,,1.047,165.0
PGC 65987,315.787917,-14.524444,1.549,15.00,,1.096,177.0
PGC 66049,316.218750,-47.121944,1.549,15.00,,0.417,163.0
PGC 66104,316.597083,-43.508333,1.549,15.00,,0.871,137.0
PGC 66251,317.580000,-29.527500,1.549,15.00,,0.427,146.0
PGC 66313,317.967083,11.275556,1.549,15.00,,1.072,0.0
PGC 66381,318.482500,2.564722,1.549,15.00,,0.851,79.0
PGC 67171,325.366667,-39.764444,1.549,15.00,,0.309,138.0
PGC 67239,325.862917,43.554722,1.549,15.00,,0.275,137.0
PGC 67309,326.493333,41.272222,1.549,15.00,,1.202,160.0
PGC 67352,326.855000,-34.883889,1.549,15.00,,1.445,0.0
PGC 67387,327.080000,-34.953056,1.549,15.00,,1.349,127.0
PGC 67580,328.321667,-59.493056,1.549,15.00,,1.175,23.0
PGC 67605,328.520417,-57.611389,1.549,15.00,,0.724,153.0
PGC 67640,328.835000,-65.509722,1.549,15.00,,0.891,72.0
PGC 67729,329.480000,-28.804722,1.549,15.00,,1.202,50.0
PGC 67955,330.951250,-31.955833,1.549,15.00,,0.447,66.0
PGC 68138,332.230417,-73.381944,1.549,15.00,,0.776,63.0
PGC 68242,332.897083,25.864444,1.549,15.00,,0.933,110.0
PGC 68380,333.685000,-69.366111,1.549,15.00,,0.309,75.0
PGC 68443,333.968333,-45.780556,1.549,15.00,,1.202,1.0
PGC 68670,335.622917,37.108333,1.549,15.00,,0.692,150.0
PGC 68707,335.732500,-65.803056,1.549,15.00,,0.589,128.0
PGC 68828,336.378333,-25.645833,1.549,15.00,,1.288,48.0
PGC 68958,337.195833,-15.069722,1.549,15.00,,1.318,100.0
PGC 69011,337.623750,-45.995278,1.549,15.00,,0.380,165.0
PGC 69061,337.886250,30.956944,1.549,15.00,,1.202,124.0
PGC 69415,339.786667,-4.760000,1.549,15.00,,0.479,95.0
PGC 69639,341.200417,-49.276944,1.549,15.00,,0.501,77.0
PGC 128305,341.510833,-57.708056,1.549,15.00,,0.776,166.0
PGC 69970,343.606250,32.451667,1.549,15.00,,1.202,154.0
PGC 70137,344.557500,-69.053889,1.549,15.00,,0.708,147.0
PGC 70192,344.906250,24.847222,1.549,15.00,,0.240,154.0
PGC 70299,345.514167,27.052778,1.549,15.00,,0.575,0.0
PGC 70306,345.559167,-37.083611,1.549,15.00,,0.759,67.0
PGC 70664,347.959167,31.021111,1.549,15.00,,0.229,50.0
PGC 70680,348.057500,-89.125833,1.549,15.00,,0.490,24.0
PGC 70687,348.097500,-43.779722,1.549,15.00,,1.230,84.0
PGC 70989,349.507083,-3.696667,1.549,15.00,,1.318,0.0
PGC 71092,349.962917,26.262778,1.549,15.00,,1.072,47.0
PGC 71133,350.125417,17.226389,1.549,15.00,,1.514,0.0
PGC 71370,351.205833,15.275278,1.549,15.00,,1.380,0.0
PGC 71703,353.124583,14.816389,1.549,15.00,,0.490,103.0
PGC 71786,353.666667,-3.152500,1.549,15.00,,0.708,133.0
PGC 72496,357.227917,-16.541111,1.549,15.00,,1.122,94.0
PGC 72900,358.942500,18.426111,1.549,15.00,,1.413,0.0
PGC 73143,359.795000,-4.191944,1.549,15.00,,0.355,73.0
PGC 1051,3.964167,16.090000,1.514,15.00,,0.457,98.0
PGC 1264,4.896250,47.241389,1.514,15.00,,0.589,50.0
PGC 1288,5.000417,-6.333889,1.514,15.00,,0.661,164.0
PGC 1729,7.019167,-58.102778,1.514,15.00,,0.209,28.0
PGC 2099,8.757917,-50.208056,1.514,15.00,,0.324,35.0
PGC 2308,9.645000,-24.275278,1.514,15.00,,1.288,20.0
PGC 2380,9.875833,-14.656389,1.514,15.00,,0.603,148.0
PGC 2433,10.132500,-45.985556,1.514,15.00,,0.417,39.0
PGC 2645,11.174583,45.421389,1.514,15.00,,1.259,50.0
PGC 2927,12.539167,-5.193611,1.514,15.00,,1.000,89.0
PGC 3387,14.196667,-53.098056,1.514,15.00,,0.759,117.0
PGC 3416,14.310833,-40.958056,1.514,15.00,,0.603,95.0
PGC 3519,14.713750,-16.469167,1.514,15.00,,0.832,117.0
PGC 4036,17.070417,-46.754167,1.514,15.00,,0.257,65.0
PGC 4075,17.197917,-28.581944,1.514,15.00,,1.380,0.0
PGC 4151,17.490000,-1.749167,1.514,15.00,,0.794,148.0
PGC 4161,17.523333,-35.491111,1.514,15.00,,0.741,52.0
PGC 4320,18.040417,32.122778,1.514,15.00,,1.202,6.0
PGC 4429,18.462917,-31.788611,1.514,15.00,,1.259,101.0
PGC 4581,19.019583,-61.623056,1.514,15.00,,0.457,57.0
PGC 4663,19.451667,-8.607222,1.514,15.00,,1.047,110.0
PGC 5132,20.999583,33.908056,1.514,15.00,,0.331,114.0
PGC 5154,21.057917,-34.726111,1.514,15.00,,1.096,38.0
PGC 5191,21.143333,-33.174167,1.514,15.00,,0.617,169.0
PGC 5232,21.220000,9.703333,1.514,15.00,,0.562,5.0
PGC 5270,21.348750,14.520000,1.514,15.00,,0.437,19.0
PGC 5351,21.604583,-1.639722,1.514,15.00,,0.589,85.0
PGC 5498,22.106250,-2.588056,1.514,15.00,,0.257,77.0
PGC 5841,23.554167,-25.567500,1.514,15.00,,0.380,146.0
PGC 5878,23.715417,-36.489444,1.514,15.00,,0.955,127.0
PGC 5901,23.800000,-39.146111,1.514,15.00,,1.380,0.0
PGC 5915,23.878750,-39.384722,1.514,15.00,,1.230,69.0
PGC 5933,23.967917,33.681667,1.514,15.00,,1.445,0.0
PGC 5939,24.000833,0.663333,1.514,15.00,,1.000,43.0
PGC 6010,24.342083,-64.895833,1.514,15.00,,1.023,121.0
PGC 6290,25.607500,35.638333,1.514,15.00,,0.245,39.0
PGC 6301,25.676250,-18.227222,1.514,15.00,,0.661,127.0
PGC 6319,25.760833,-34.188333,1.514,15.00,,0.407,50.0
PGC 6502,26.594583,36.460556,1.514,15.00,,1.047,31.0
PGC 6864,27.867917,-6.516111,1.514,15.00,,0.398,87.0
PGC 7045,28.513750,-14.253056,1.514,15.00,,0.398,77.0
PGC 7249,29.067083,3.761667,1.514,15.00,,0.891,95.0
PGC 7316,29.228333,33.016111,1.514,15.00,,0.331,138.0
PGC 7395,29.457083,33.376944,1.514,15.00,,0.525,143.0
PGC 7644,30.249167,15.188889,1.514,15.00,,0.724,164.0
PGC 7702,30.434583,8.499722,1.514,15.00,,1.514,0.0
PGC 7766,30.628750,-50.931667,1.514,15.00,,1.096,170.0
PGC 7863,30.995417,15.318056,1.514,15.00,,0.851,118.0
PGC 8404,32.944583,-18.266667,1.514,15.00,,0.427,120.0
PGC 8480,33.227917,-19.316667,1.514,15.00,,0.331,154.0
PGC 8499,33.303333,-70.913333,1.514,15.00,,0.195,109.0
PGC 8676,34.053333,32.649444,1.514,15.00,,0.832,94.0
PGC 8692,34.133333,-11.347500,1.514,15.00,,1.096,145.0
PGC 8726,34.330833,-5.480000,1.514,15.00,,0.813,0.0
PGC 8813,34.662083,-6.904444,1.514,15.00,,1.148,172.0
PGC 8836,34.736250,40.563889,1.514,15.00,,0.263,158.0
PGC 8942,35.276667,48.960278,1.514,15.00,,1.175,152.0
PGC 8962,35.369167,-4.413056,1.514,15.00,,0.347,90.0
PGC 8995,35.496250,-37.455833,1.514,15.00,,0.427,145.0
PGC 8997,35.503750,33.266389,1.514,15.00,,0.955,28.0
PGC 9083,35.906667,-7.259167,1.514,15.00,,0.295,176.0
PGC 9463,37.316667,-48.491389,1.514,15.00,,1.122,121.0
PGC 9485,37.382083,-3.212778,1.514,15.00,,1.096,92.0
PGC 9654,38.053333,-17.216389,1.514,15.00,,1.096,42.0
PGC 9658,38.072917,-35.031111,1.514,15.00,,0.891,152.0
PGC 10088,39.960417,18.024722,1.514,15.00,,0.646,8.0
PGC 10205,40.410833,-28.172222,1.514,15.00,,0.794,62.0
PGC 10235,40.545833,43.355278,1.514,15.00,,0.912,30.0
PGC 10334,40.928333,-6.651389,1.514,15.00,,0.832,135.0
PGC 10403,41.223333,-17.659167,1.514,15.00,,1.230,104.0
PGC 10659,42.244583,3.168333,1.514,15.00,,0.550,82.0
PGC 11156,44.295000,2.775556,1.514,15.00,,0.479,32.0
PGC 11503,45.851250,-15.623056,1.514,15.00,,0.550,179.0
PGC 11598,46.287083,1.093611,1.514,15.00,,0.269,178.0
PGC 11666,46.688750,-25.716389,1.514,15.00,,1.096,114.0
PGC 11740,47.065000,36.449722,1.514,15.00,,0.692,125.0
PGC 12163,49.133750,-0.469444,1.514,15.00,,0.407,124.0
PGC 12171,49.178750,41.325000,1.514,15.00,,1.445,0.0
PGC 12345,49.736667,-10.546389,1.514,15.00,,0.794,85.0
PGC 12582,50.345833,-2.316944,1.514,15.00,,1.047,107.0
PGC 12650,50.671667,-4.186667,1.514,15.00,,1.349,48.0
PGC 12692,50.909167,-11.196667,1.514,15.00,,0.372,54.0
PGC 12713,50.993333,37.756111,1.514,15.00,,1.349,0.0
PGC 12769,51.242917,-37.009444,1.514,15.00,,0.661,84.0
PGC 12826,51.510833,-17.591944,1.514,15.00,,1.230,34.0
PGC 13217,53.570000,-30.731944,1.514,15.00,,1.023,94.0
PGC 13301,54.057500,67.565000,1.514,15.00,,0.589,7.0
PGC 13308,54.088750,-6.713889,1.514,15.00,,0.912,2.0
PGC 13443,54.761667,-3.627222,1.514,15.00,,0.794,98.0
PGC 13664,55.808333,-4.730000,1.514,15.00,,0.575,5.0
PGC 13773,56.394167,-54.528056,1.514,15.00,,0.457,10.0
PGC 13853,56.857917,-68.220556,1.514,15.00,,0.813,39.0
PGC 13889,57.216250,-18.978889,1.514,15.00,,0.631,44.0
PGC 14212,59.734583,-45.859167,1.514,15.00,,0.200,98.0
PGC 14627,62.849167,26.878056,1.514,15.00,,0.692,149.0
PGC 14969,65.504583,-10.171944,1.514,15.00,,0.372,66.0
PGC 15033,66.075833,-27.944167,1.514,15.00,,0.275,129.0
